Word,Valence Mean,Arousal Mean,Dominance Mean
貴重,6.0,3.8,
指望,5.0,3.2,
富強,6.8,4.8,
好意,6.2,3.6,
健美,5.8,3.6,
說服力,5.2,3.6,
防備,4.6,3.8,
細緻,5.8,3.4,
高歌,6.0,5.0,
寫實,5.4,3.4,
正直,6.6,3.8,
獨一無二,6.4,4.6,
發財,6.8,5.8,
真愛,6.8,4.8,
分寸,4.8,3.4,
堅毅,6.4,4.4,
緊要,4.6,4.0,
學成,6.2,4.2,
出乎意料,5.2,6.0,
分工合作,6.2,4.6,
打趣,5.8,4.2,
感同身受,5.0,4.4,
義不容辭,6.2,6.2,
通俗,5.0,3.2,
防水,5.4,3.2,
可靠性,6.0,3.6,
平坦,5.2,2.4,
正大,6.0,3.4,
純真,6.2,3.0,
純淨,6.0,3.0,
懇求,4.6,5.4,
嗜好,5.2,3.0,
喜氣洋洋,7.4,5.0,
上等,6.4,3.6,
均等,5.2,2.6,
高尚,6.4,3.4,
獨有,5.8,3.6,
精細,6.0,3.6,
用功,6.2,5.0,
激賞,6.4,5.8,
奮勇,6.4,6.2,
生日快樂,6.6,5.0,
無庸置疑,5.4,3.8,
富麗,6.4,3.8,
賞識,6.2,4.2,
激昂,6.0,6.4,
精明,5.8,4.0,
要緊,4.8,5.2,
新奇,5.8,4.2,
高處,5.0,2.6,
抒發,4.8,3.8,
引以為傲,6.6,5.8,
謙卑,6.2,3.8,
適性,5.4,2.8,
崇敬,6.4,4.2,
正派,6.4,3.6,
規矩,5.2,3.0,
典雅,6.0,3.4,
連貫,5.0,3.0,
睿智,6.4,3.8,
談戀愛,6.2,5.4,
善行,6.4,3.8,
寬闊,6.0,3.6,
特級,6.4,4.4,
耐性,5.2,3.6,
英明,6.6,4.0,
漸入佳境,6.4,4.0,
富足,6.6,3.8,
孝行,6.6,3.4,
創造性,6.4,4.0,
與有榮焉,6.6,5.0,
雀躍,6.8,6.0,
心動,6.4,5.8,
上好,6.4,4.2,
機智,6.2,4.2,
自如,5.2,2.8,
沈著,5.6,3.0,
直覺,5.0,3.2,
人情味,6.4,4.0,
造詣,5.8,3.4,
耐用,5.6,3.4,
閃爍,5.6,3.4,
良善,6.6,3.6,
老實,6.2,3.6,
相稱,5.6,3.2,
均勻,5.4,3.0,
消遣,4.4,3.8,
群策群力,6.2,4.0,
涼爽,6.0,4.0,
奮發,6.6,5.4,
實用性,5.4,3.2,
內行,6.2,3.8,
奇妙,5.8,4.2,
義無反顧,5.0,5.4,
手藝,5.4,2.8,
盡興,6.2,4.8,
問題,4.4,3.4,
沒有,4.4,3.4,
要求,4.6,3.6,
無法,4.0,4.0,
不會,4.0,4.0,
不能,4.0,4.2,
短暫,4.6,3.6,
減少,4.4,3.4,
利用,4.8,3.6,
超過,5.0,4.6,
不要,4.0,4.2,
下跌,3.2,4.6,
避免,4.2,3.8,
大浪,5.0,4.2,
透露,5.0,3.4,
不斷,5.0,4.4,
限制,4.2,4.2,
尚未,4.4,3.0,
降低,4.8,3.6,
危機,3.2,5.6,
緊急,3.8,5.6,
困難,3.6,4.0,
犯罪,2.4,5.4,
污染,3.0,5.0,
地震,3.4,5.2,
可望,4.6,4.0,
違反,3.6,4.6,
取消,4.0,4.4,
逮捕,4.0,5.4,
不得,4.0,4.2,
停止,4.8,3.6,
有意,4.6,4.4,
意外,3.4,5.2,
下降,4.6,3.8,
非法,3.0,4.2,
排除,4.2,4.4,
感染,3.2,5.0,
警告,3.6,5.0,
絕對,5.0,5.6,
障礙,4.2,4.2,
危險,2.4,6.0,
指控,3.2,6.4,
發動,5.0,4.8,
疾病,3.4,4.0,
離開,4.6,4.0,
不可,4.0,4.2,
激烈,4.4,6.8,
走私,2.8,5.2,
失業,3.0,4.0,
機車,4.6,3.4,
事故,3.0,4.6,
災害,2.6,5.6,
反彈,3.8,5.4,
一再,4.4,4.0,
難以,4.0,4.4,
毒品,3.0,5.2,
患者,3.4,4.2,
爆炸,3.2,6.0,
歹徒,3.0,5.4,
起訴,3.0,5.4,
貶值,3.6,4.2,
絕不,3.4,5.8,
拆除,3.8,4.8,
風暴,3.2,5.4,
突然,4.6,5.2,
病人,4.0,3.4,
判決,4.6,4.2,
徵收,4.6,4.8,
刑事,4.2,4.6,
武力,3.8,5.2,
辯論,4.4,5.8,
退出,4.2,4.0,
被告,3.8,3.8,
糾紛,3.4,4.6,
台獨,5.6,6.8,
不佳,3.6,4.6,
對手,4.8,4.0,
不良,3.4,4.4,
自殺,2.0,6.0,
強制,4.2,6.2,
落後,3.4,4.2,
難民,3.2,4.0,
困擾,3.6,4.4,
不法,3.4,4.2,
不明,4.0,3.4,
命令,4.2,5.4,
監獄,3.4,4.2,
陷入,3.6,4.0,
自我,4.6,3.4,
作戰,4.0,5.4,
審判,4.0,4.8,
死者,3.2,4.4,
赤字,3.4,4.6,
遭遇,4.0,4.8,
武裝,4.2,4.0,
不如,4.2,3.4,
暫停,4.8,3.4,
道歉,3.6,4.4,
不易,4.0,3.6,
困境,3.6,3.6,
不景氣,3.4,3.8,
異議,4.0,3.8,
控告,3.4,5.0,
癌症,2.6,4.6,
複雜,4.2,4.0,
派系,4.4,3.8,
刪除,4.0,3.6,
危害,3.2,4.8,
阻止,4.2,4.8,
秘密,4.6,3.4,
保守,5.0,3.6,
罷工,4.0,5.4,
過度,4.0,5.4,
不實,3.4,4.0,
撤銷,3.6,5.0,
通貨膨脹,4.0,5.0,
屍體,3.0,3.8,
不管,4.4,3.8,
火災,3.2,5.8,
脫離,4.2,4.6,
迫使,3.6,4.8,
搜索,4.4,4.8,
游擊隊,4.8,4.4,
廢除,4.4,5.6,
現實,4.6,3.6,
追蹤,4.4,3.2,
輻射,3.2,4.8,
恐怕,3.8,5.0,
綁架,2.6,6.0,
黑道,3.4,5.2,
失事,2.6,5.4,
異常,3.4,4.2,
風波,4.2,4.2,
彈劾,3.4,5.4,
大雨,4.6,4.8,
罰款,3.8,4.0,
判刑,3.4,5.0,
東西,5.0,2.8,
殺害,2.0,7.2,
浪費,3.6,4.6,
意圖,4.2,3.8,
終止,4.2,4.6,
無關,4.6,3.6,
縮小,4.8,3.0,
爭執,3.4,6.0,
差異,4.4,3.4,
竟然,4.8,4.8,
中毒,2.8,6.0,
政變,3.0,6.0,
可疑,3.4,5.0,
分離,4.2,4.0,
代價,4.2,3.8,
去世,2.6,4.0,
削減,3.8,4.6,
子彈,4.4,4.0,
射擊,4.6,4.8,
故障,3.8,4.2,
處置,4.8,4.0,
封鎖,4.0,4.4,
洪水,3.6,4.8,
緩慢,4.8,3.0,
干擾,4.2,4.2,
承受,4.6,3.8,
非正式,4.6,4.2,
推翻,4.2,5.2,
對付,3.8,4.8,
轟炸,3.8,6.0,
對立,3.4,5.4,
縮減,4.0,4.2,
打壓,3.2,6.0,
過多,3.8,4.4,
萎縮,3.6,4.4,
災難,3.2,5.6,
依賴,5.0,3.4,
中止,4.4,4.0,
阻礙,3.8,4.6,
空襲,3.0,6.0,
感冒,3.4,3.8,
倒塌,3.2,5.4,
申訴,4.2,4.0,
不予,4.2,3.4,
辛苦,4.2,3.8,
加重,3.8,4.4,
蔓延,4.4,4.8,
否決,3.8,5.2,
消失,4.0,4.0,
弊端,2.8,5.4,
頻繁,5.0,4.6,
敦促,5.2,3.6,
高價,5.2,3.8,
破產,3.0,5.6,
擺脫,4.4,5.6,
延誤,3.6,5.2,
賭博,3.0,4.6,
不公,3.4,4.8,
違建,3.2,4.8,
陰影,4.0,4.4,
外來,4.4,4.0,
遏止,4.0,6.0,
暗示,4.8,3.6,
不應該,4.0,5.0,
致使,4.6,4.4,
流亡,3.6,5.8,
批發,5.4,3.8,
破裂,3.4,5.2,
襲擊,2.6,6.6,
搶劫,2.4,7.0,
打出,4.4,6.0,
醜聞,3.2,5.4,
暴動,2.6,6.8,
佔領,3.4,6.4,
神經,4.2,4.2,
拖延,4.2,5.0,
制止,4.4,5.8,
傳染,3.4,5.0,
故意,3.8,5.0,
殺人,1.8,7.2,
減弱,3.8,4.2,
噪音,3.6,5.0,
開除,3.2,5.8,
開槍,2.8,6.0,
撲滅,3.8,6.2,
傾銷,3.8,5.4,
高壓,4.2,5.0,
警報,3.6,5.0,
流氓,3.4,5.4,
激進,3.6,6.8,
燃燒,4.4,4.0,
宣判,4.4,4.6,
動亂,3.2,6.2,
毆打,2.6,6.8,
憤怒,2.6,6.6,
垃圾場,3.8,3.6,
不顧,3.8,4.4,
慘重,2.6,5.4,
任意,4.2,4.2,
干涉,3.6,4.8,
受害者,2.8,4.6,
超出,4.2,5.2,
佔用,3.6,5.0,
罰金,3.6,4.4,
可惜,3.6,4.4,
自稱,5.0,3.4,
禁令,3.6,4.8,
冷戰,3.6,4.4,
沈重,3.8,4.2,
延期,4.0,3.6,
腫瘤,3.0,4.8,
抹黑,3.2,5.4,
包圍,4.2,5.0,
傳染病,3.4,4.4,
沒想到,4.8,4.0,
不成,3.8,3.4,
觸犯,3.6,5.4,
勾結,3.4,5.6,
廢止,4.0,5.0,
發燒,3.4,5.2,
勒索,3.0,6.4,
欠缺,3.6,4.0,
模糊,4.2,3.6,
退回,4.0,4.8,
海洛因,2.6,5.2,
孤立,3.6,4.2,
侵入,3.4,6.0,
擅自,3.6,5.4,
流血,3.6,5.4,
危及,3.0,6.4,
失利,3.4,5.4,
暴亂,2.4,6.8,
傾倒,3.8,4.8,
迫切,3.8,5.2,
強暴,2.0,7.2,
壟斷,3.4,5.0,
辭呈,3.4,4.2,
老年,4.6,2.8,
駁回,3.8,4.6,
吸毒,2.8,6.2,
廢棄,3.4,5.0,
癱瘓,2.8,5.6,
扣押,3.2,5.6,
致死,2.2,6.2,
太過,4.0,5.2,
倒閉,2.8,5.6,
強盜,3.0,6.0,
相反,4.8,3.8,
撤回,4.2,5.0,
減低,4.4,3.2,
沒收,3.6,4.6,
控訴,3.2,5.4,
頭痛,3.6,5.0,
動盪,3.6,4.8,
屠殺,2.2,7.2,
差別,4.2,3.4,
嫌疑,3.6,4.6,
揭露,4.0,5.2,
對峙,4.4,5.2,
落選,3.2,5.2,
乾旱,3.2,4.6,
缺席,3.8,4.6,
擊中,4.6,5.6,
猖獗,3.0,6.4,
疑問,4.6,4.0,
陷於,4.0,4.0,
特權,4.4,4.6,
細菌,4.0,4.2,
瑕疵,3.6,3.8,
未必,4.6,4.0,
暴露,3.4,5.8,
氾濫,3.2,5.6,
不肖,3.0,5.8,
瓦解,3.6,5.4,
嚴肅,4.6,4.2,
逼近,4.0,4.2,
不清,4.0,4.0,
賄賂,2.8,5.6,
淪為,3.8,4.8,
分開,3.8,5.0,
延遲,3.6,4.2,
加深,4.6,5.0,
動武,3.4,6.0,
逃生,3.6,6.0,
受阻,3.4,5.8,
變革,3.6,6.0,
分割,3.8,5.4,
獨裁,3.0,5.8,
陰謀,3.2,5.4,
謠言,3.6,4.8,
逃亡,3.0,5.8,
格外,4.8,4.2,
崩潰,2.8,6.8,
掩埋,4.4,4.2,
行賄,2.8,6.4,
告發,3.8,5.4,
藉口,3.6,4.8,
扣留,3.4,5.4,
不彰,3.4,5.0,
戰場,3.4,5.6,
無可,4.4,3.6,
拖累,3.6,5.4,
誤導,3.6,5.2,
流浪,3.4,4.4,
延緩,4.6,3.0,
搶奪,3.0,6.6,
相差,4.4,3.0,
加劇,4.0,5.8,
避開,4.2,4.8,
哀悼,2.6,5.6,
漏洞,3.6,4.0,
暴雨,3.6,5.6,
過世,2.4,5.2,
擁擠,3.8,5.4,
肆虐,3.2,6.2,
搶走,3.4,5.8,
大聲,4.6,5.8,
監禁,3.2,4.6,
囚犯,3.0,4.6,
驅逐,3.2,6.0,
投機,3.6,5.0,
過剩,4.2,4.0,
削弱,4.0,4.6,
燒燬,3.2,5.8,
傷口,3.6,3.6,
暴行,3.0,6.4,
地雷,3.2,5.0,
肥胖,4.0,3.8,
血腥,2.8,5.6,
化石,5.0,2.2,
慢性,4.0,3.6,
誹謗,3.0,6.0,
埋伏,3.8,4.8,
下陷,3.6,4.4,
窘境,3.6,4.4,
挖掘,5.0,3.0,
規避,4.0,4.6,
闖入,3.2,6.2,
突發,4.0,6.2,
動搖,4.0,5.4,
遺失,3.8,4.2,
欠佳,3.6,4.0,
投降,3.6,5.0,
不以為然,4.6,4.0,
貿然,4.0,5.2,
退役,5.0,3.8,
濃煙,4.0,4.2,
進攻,4.2,6.2,
被害,2.4,6.4,
兇手,2.2,6.0,
捲入,4.0,5.0,
發作,4.2,5.8,
拘留,3.6,5.2,
蓄意,3.4,6.0,
戰役,4.2,4.6,
漠視,3.6,3.8,
共犯,3.0,5.4,
極度,4.2,6.2,
浮動,4.6,4.4,
安撫,5.0,3.2,
自認,5.0,2.8,
昏迷,3.0,5.0,
求助,3.6,5.8,
受難者,2.6,5.2,
停滯,3.8,3.8,
骨折,3.2,5.0,
殖民,4.0,4.0,
相撞,3.0,6.0,
嚴懲,2.8,6.6,
反覆,4.6,3.8,
警惕,4.4,4.8,
好戰,4.6,6.0,
恫嚇,3.0,6.6,
欺騙,3.2,6.0,
瘋狂,4.4,7.0,
撞擊,3.6,6.2,
次級,4.2,3.6,
遲緩,4.0,4.4,
投訴,3.8,5.0,
施以,4.8,3.8,
阻塞,4.2,5.0,
抵抗,3.4,6.2,
忍受,3.6,5.6,
撤退,3.8,5.2,
默默,4.8,3.0,
混淆,4.0,4.2,
毀滅性,3.2,6.4,
有罪,3.0,5.4,
滲透,4.2,3.6,
衝撞,3.6,5.8,
絲毫,4.8,2.6,
脂肪,5.0,2.2,
無形,5.0,2.6,
限定,5.0,5.0,
停頓,4.8,2.8,
炸藥,3.2,5.0,
停業,3.4,4.6,
制服,5.0,2.2,
轟動,4.8,6.6,
暴徒,2.4,6.2,
暗殺,1.8,6.0,
殘骸,3.0,3.6,
耗費,4.4,3.4,
負荷,4.0,4.2,
未定,4.4,3.6,
顛覆,5.2,5.4,
居然,4.6,4.6,
薄弱,3.6,4.0,
衰竭,3.4,4.0,
大屠殺,1.8,7.2,
免職,3.0,4.8,
潛逃,3.4,6.0,
誤差,4.0,3.6,
變相,4.8,4.2,
擔負,4.4,4.6,
牴觸,4.0,5.6,
暴跌,3.0,5.8,
隱藏,4.6,3.2,
佔據,4.0,5.4,
清算,3.8,5.6,
蒙受,3.6,4.6,
分化,4.0,4.2,
招致,4.0,5.2,
有毒,3.0,5.8,
犯人,2.6,5.2,
酒醉,3.4,5.4,
消耗,3.8,4.4,
過敏,4.0,3.8,
寒冷,4.6,3.0,
不下,4.4,2.6,
不休,4.2,3.8,
蕭條,3.6,3.6,
壓倒性,5.2,6.2,
追逐,4.8,5.4,
贓物,3.2,4.0,
勒贖,2.4,6.0,
包庇,3.4,4.6,
罷黜,3.6,5.8,
斷裂,3.6,5.2,
痛心,2.8,6.6,
口角,3.4,5.4,
過份,3.4,6.0,
觸及,4.6,3.8,
偏差,3.8,3.8,
追捕,4.0,5.8,
灼傷,3.2,5.2,
抓住,4.4,4.8,
切斷,4.2,5.0,
攻佔,4.6,5.6,
盲目,3.8,4.2,
流出,4.8,3.2,
婉拒,4.2,3.0,
動手,4.0,5.2,
斷絕,3.2,5.8,
落入,4.0,5.0,
感慨,4.0,3.4,
冗長,4.0,3.2,
打入,4.4,3.8,
情結,4.8,2.6,
嘔吐,3.4,6.0,
怎樣,4.2,4.4,
隱瞞,3.6,4.6,
毒氣,3.0,4.6,
求救,3.6,6.0,
屈服,3.8,4.6,
拜託,4.4,5.2,
捕捉,4.2,5.4,
過量,3.6,4.8,
傾斜,3.8,3.8,
未遂,3.4,4.0,
拖欠,3.6,4.4,
摩擦,4.0,4.6,
安慰,4.6,3.4,
歸咎於,3.6,3.8,
遏制,4.0,5.6,
質問,3.6,6.2,
受挫,3.4,6.0,
危急,3.0,6.4,
狹窄,4.2,3.4,
不得已,3.6,4.0,
殖民地,4.2,3.2,
暗中,4.2,3.2,
飢餓,3.4,5.0,
掩飾,4.4,3.2,
下手,3.4,4.8,
洩露,3.8,4.8,
煽動,3.4,6.4,
寧可,4.4,3.0,
生變,3.8,4.0,
智障,2.8,4.8,
老大,4.8,2.8,
共謀,3.8,5.2,
發炎,3.8,4.8,
較勁,4.4,6.2,
得不到,3.8,3.8,
擠滿,4.2,3.6,
不和,3.8,4.2,
瀰漫,4.6,3.0,
擾亂,3.8,5.4,
受難,3.0,5.8,
假冒,3.8,4.4,
不尋常,3.6,3.6,
行竊,3.0,5.6,
麻醉,4.2,3.2,
縱容,3.6,5.2,
專制,3.6,5.6,
違章,3.8,5.2,
訝異,3.8,5.0,
限度,4.4,3.6,
洩漏,3.6,4.4,
近視,4.2,2.6,
煞車,4.6,3.4,
孤兒,4.0,3.6,
炸毀,3.0,6.6,
激戰,4.0,7.0,
議論,4.4,5.0,
窮人,3.6,3.2,
出賣,3.0,4.8,
餘地,4.4,4.2,
屠宰,2.8,5.6,
不合時宜,3.8,3.6,
低潮,3.8,3.2,
毛病,3.8,3.8,
作秀,3.8,4.2,
踐踏,3.8,5.0,
寧願,4.8,2.8,
遇刺,2.8,5.8,
無家可歸,3.4,4.4,
失調,3.8,3.6,
猥褻,2.8,5.4,
野心,5.2,5.4,
背信,3.2,6.2,
侵蝕,3.4,4.4,
牽制,3.8,5.2,
囚禁,3.0,6.0,
殺人罪,1.8,6.8,
慘案,2.0,6.4,
清寒,3.8,3.8,
失效,4.0,4.0,
剷除,4.0,5.4,
匱乏,3.6,4.4,
黑暗,4.0,3.6,
突襲,3.8,5.2,
竊賊,3.1,5.2,
錯失,3.5,6.4,
緊迫,4.3,7.6,
陷阱,3.3,5.5,
悄悄,5.0,2.4,
牲畜,3.4,5.4,
通牒,3.6,5.9,
剔除,4.3,4.6,
犯規,3.5,5.6,
唾棄,2.8,5.0,
查禁,4.5,4.1,
不切實際,3.6,4.5,
垮台,2.7,6.3,
放射,5.0,3.7,
勸阻,5.3,5.4,
病菌,3.6,3.5,
塌陷,3.4,5.2,
沈默,4.7,2.2,
潛入,4.5,3.3,
定罪,4.1,4.7,
牽連,4.0,4.3,
施暴,2.6,7.0,
苦難,3.0,4.6,
裂縫,4.2,2.9,
勸告,4.9,4.2,
內情,4.9,3.5,
洩密,3.1,5.3,
劣勢,3.5,4.5,
剝削,2.8,6.2,
逼迫,3.0,7.0,
復發,3.6,4.7,
困在,3.6,4.6,
麻痺,4.1,3.0,
尖銳,4.3,3.1,
不理,4.2,3.1,
碰撞,4.3,4.4,
堵塞,4.0,4.1,
出軌,3.2,6.0,
乾燥,4.8,1.8,
權宜,5.3,2.8,
曲折,3.9,3.7,
否決權,4.9,2.8,
燒傷,3.6,5.1,
拚命,5.2,7.5,
迷信,4.0,3.6,
敗北,3.4,5.6,
震動,5.0,3.8,
逐出,3.3,5.8,
損毀,3.4,5.5,
慾望,4.8,5.0,
己見,5.0,3.1,
攻擊性,3.4,5.6,
責難,3.6,4.9,
冷漠,4.0,2.8,
逃跑,3.5,5.8,
蠻橫,3.3,5.8,
畏懼,3.3,5.3,
砍傷,2.9,6.5,
圖謀,4.2,3.9,
灌輸,4.8,2.9,
圍毆,2.8,6.4,
沒有用,3.2,4.1,
枯竭,3.9,2.7,
逃犯,3.6,4.6,
過早,4.5,3.3,
墳墓,4.3,2.0,
催促,4.5,5.3,
走下坡,4.0,3.6,
鬆散,4.0,3.2,
脫落,4.2,3.0,
中傷,3.3,6.0,
趕出,3.9,5.3,
不肯,4.5,4.3,
噴出,4.9,4.5,
誇張,4.5,6.2,
競爭者,5.4,3.2,
不予置評,4.4,2.8,
犯錯,3.9,4.1,
廢物,2.9,6.0,
宰殺,4.0,5.3,
鼓動,4.7,5.3,
海難,3.1,5.9,
落淚,4.4,5.0,
鯊魚,4.5,4.6,
有礙,4.2,3.7,
扼殺,3.1,6.2,
飲恨,3.8,5.8,
顧忌,4.6,4.3,
流言,4.1,3.9,
討價還價,4.3,4.9,
侵吞,3.4,5.8,
上吊,2.2,6.0,
覬覦,4.0,3.9,
昏倒,3.6,3.9,
失血,4.0,4.6,
關押,3.7,4.6,
虛偽,3.1,4.2,
賭注,4.8,2.7,
引咎,4.4,3.9,
逼使,3.5,6.0,
行騙,3.3,5.1,
饑荒,2.9,4.5,
譭謗,3.0,6.0,
壓倒,4.3,5.8,
盜竊,3.0,5.5,
埋葬,4.0,3.5,
難看,3.4,3.6,
徒然,4.4,3.6,
掠奪,2.7,6.5,
誘騙,3.1,5.4,
強盜罪,2.7,5.6,
不甘示弱,5.3,6.3,
輕率,4.1,3.7,
橫渡,5.0,3.0,
隱密,5.0,1.9,
不知去向,4.3,2.7,
丟掉,4.4,3.2,
雜物,4.6,2.0,
惡習,3.6,4.1,
新手,4.8,2.2,
不智,3.7,3.9,
著火,3.3,6.4,
破洞,4.0,3.3,
急切,4.9,6.5,
沉默,4.9,1.6,
混沌,4.0,3.9,
劣質,3.4,4.0,
不好意思,4.5,3.6,
一蹶不振,2.8,4.1,
遊蕩,4.3,2.9,
寄生蟲,3.4,3.9,
造假,3.4,4.7,
擊潰,4.9,5.5,
避重就輕,3.9,4.3,
失序,3.8,4.5,
荒廢,3.6,3.6,
勞累,3.9,3.1,
電擊,4.4,5.1,
挑撥,3.6,5.1,
下獄,3.0,5.2,
遭殃,3.5,5.3,
反常,4.2,3.5,
姦淫,2.8,6.1,
自認為,4.3,4.5,
狂風,4.8,5.3,
鮮豔,5.5,3.5,
清秀,5.8,2.7,
戀戀,5.7,4.2,
敬禮,5.6,2.6,
責任心,6.7,3.3,
柔和,5.5,1.8,
樸素,5.3,1.6,
安祥,5.7,1.6,
魔力,5.0,3.7,
不屈不撓,7.1,6.1,
奮起,6.4,5.8,
率直,6.0,3.6,
歡騰,6.7,5.9,
節儉,6.0,2.3,
寓意,5.2,2.1,
快快樂樂,7.1,5.5,
合意,5.7,3.6,
接濟,4.9,3.1,
苦思,4.5,3.4,
間歇,5.2,2.8,
柔情,5.9,2.4,
穩重,6.1,2.5,
熱戀,6.5,6.0,
愛國心,6.5,4.7,
可敬,6.4,4.7,
攙扶,5.7,2.5,
英雄式,6.5,5.5,
光澤,5.2,2.3,
滿載而歸,6.9,5.6,
喝彩,6.7,6.2,
奮不顧身,6.3,6.6,
取悅,5.6,4.2,
井然有序,6.2,3.5,
多才多藝,6.3,3.8,
好學,6.2,3.7,
安詳,5.5,2.5,
追根究底,5.6,5.0,
善舉,6.2,3.2,
鍾情,5.9,4.1,
志氣,6.6,4.8,
直截了當,5.5,5.2,
中肯,6.0,4.6,
盡如人意,6.6,4.9,
出眾,6.8,4.8,
肥沃,6.1,3.7,
好客,5.7,4.6,
德高望重,7.2,5.2,
富於,6.1,4.5,
幹勁,6.0,6.1,
清高,5.9,2.8,
全神貫注,6.3,4.6,
涼快,5.8,3.6,
富麗堂皇,6.1,4.2,
鍛煉,5.6,4.4,
哲人,5.7,2.6,
富饒,6.5,3.5,
無庸,5.3,2.4,
相宜,5.4,2.7,
談笑風生,5.6,3.7,
快活,6.4,5.2,
溫文,5.7,2.1,
羨煞,5.8,5.2,
心安理得,5.8,2.8,
嘟嘟,5.0,2.4,
大喜,7.4,7.0,
甘美,6.5,3.9,
暖意,6.0,3.2,
互敬,5.8,3.3,
樂不可支,7.4,7.2,
恆久,6.1,2.9,
脫俗,6.0,2.9,
伊甸園,6.3,4.6,
甘甜,5.9,3.5,
溺愛,4.2,3.6,
才氣,5.9,3.3,
一見鍾情,6.4,6.2,
締造者,5.6,2.9,
慈悲為懷,6.2,2.7,
合群,5.6,3.2,
大無畏,6.1,5.0,
含笑,5.6,3.9,
聖徒,5.6,2.2,
繁盛,6.5,4.4,
樂事,6.3,4.8,
聰慧,6.7,3.1,
安適,5.6,2.7,
賢明,6.7,2.9,
心曠神怡,6.5,3.8,
真確,5.3,2.5,
洋房,5.0,1.4,
誇獎,6.3,5.2,
堂皇,6.2,3.4,
明理,6.2,3.1,
償清,5.5,3.2,
順眼,5.8,2.7,
和藹可親,6.2,3.2,
奪取,2.4,7.5,
困窘,3.2,5.0,
紊亂,3.7,4.8,
打死,1.8,8.2,
驅散,3.8,5.2,
碎片,3.9,4.2,
廢墟,3.5,4.1,
短少,3.6,3.4,
橫行,3.5,5.5,
粗糙,3.8,3.3,
險境,2.8,5.0,
圍困,3.4,5.8,
威嚇,2.7,7.5,
大意,4.1,5.2,
沒辦法,4.2,4.4,
遲滯,3.5,4.2,
擊退,5.5,6.9,
謠傳,4.3,5.2,
爆破,4.2,7.1,
粉碎,3.9,6.5,
暴風雨,3.7,7.3,
大亂,3.2,7.6,
退縮,3.6,4.3,
負數,4.7,2.8,
出沒,4.8,3.1,
過節,3.7,5.0,
憤慨,2.8,7.0,
誘惑,4.3,5.8,
刁難,3.0,6.8,
腐蝕,3.5,4.0,
疑雲,4.2,3.7,
悶熱,4.2,3.2,
對不起,2.9,5.2,
背離,3.0,4.0,
爭辯,3.3,6.9,
失常,3.2,6.1,
解雇,2.4,6.6,
微弱,3.8,4.0,
搜捕,4.2,6.3,
三八,3.9,5.9,
陰雨,4.1,2.4,
老是,4.7,3.8,
不大,4.9,3.4,
火爆,3.1,7.9,
兩難,3.6,5.0,
滅絕,2.2,6.6,
分隔,4.3,4.2,
憂心忡忡,3.4,6.0,
唯恐,3.6,5.4,
隔絕,3.7,4.6,
一面倒,3.0,5.8,
撞死,1.7,7.8,
苦心,3.8,4.8,
竊聽,3.7,5.3,
困惑,4.2,4.8,
潛藏,4.0,4.5,
分贓,2.4,4.8,
未知數,4.6,3.1,
偷偷,3.8,4.1,
刻板,4.3,3.3,
捏造,3.7,5.8,
囂張,3.3,6.9,
束手無策,3.7,5.7,
躲藏,4.0,3.8,
散落,4.0,3.3,
烈酒,4.2,4.4,
何必,4.4,4.3,
咬傷,3.7,5.6,
堪慮,3.7,5.7,
告誡,4.3,5.7,
欺負,3.3,6.5,
推諉,3.7,5.4,
惡作劇,3.5,6.3,
俘虜,3.4,3.8,
複雜化,4.0,5.0,
想不到,4.2,5.2,
造謠,3.4,5.9,
潛伏,4.0,3.8,
惡質,2.7,6.2,
一意孤行,3.4,5.9,
霸佔,3.1,6.7,
乏人問津,3.6,4.7,
辜負,3.6,5.1,
退場,4.1,4.4,
塞人,4.1,4.8,
偏頗,3.7,5.5,
怨言,3.4,5.9,
計較,3.8,6.1,
無名,4.6,4.4,
爆炸物,4.0,7.1,
暴發,3.9,7.7,
置之不理,3.5,5.8,
姑息,3.8,5.7,
玩弄,3.4,6.4,
偽裝,4.1,5.3,
沈沒,3.3,4.7,
凝重,3.4,5.3,
責怪,3.5,6.6,
用盡,4.0,5.5,
伏擊,3.9,6.9,
逆境,3.3,4.6,
不義,3.5,5.3,
作假,3.4,5.3,
敬陪末座,3.5,4.9,
走失,3.2,6.0,
救命,3.4,8.1,
不值,3.6,6.2,
恥辱,3.2,6.7,
論戰,3.6,6.5,
不歡而散,3.1,5.9,
低下,3.8,4.0,
痙攣,4.3,4.7,
無依,3.6,3.2,
強加,4.3,6.1,
突如其來,4.8,5.5,
低姿態,4.4,4.1,
誹謗罪,3.3,5.9,
頭暈,3.8,4.6,
拘留所,4.0,4.4,
被俘,3.1,5.4,
改頭換面,6.2,5.9,
情願,6.2,5.2,
有效性,5.8,5.3,
留情,5.7,4.3,
互助合作,7.1,5.1,
刻苦,6.4,5.8,
順從,6.0,5.2,
當心,5.1,5.5,
群情激憤,3.0,8.2,
懺悔,4.3,6.3,
第一流,8.4,7.2,
吃苦,4.2,5.8,
至高,7.0,6.6,
抒情,5.9,3.3,
誘人,6.0,6.1,
清澈,6.3,4.6,
有禮,6.9,5.4,
知覺,5.6,4.6,
衝勁,6.8,7.0,
窩心,7.0,5.4,
戒除,6.3,5.9,
聖人,7.4,4.5,
學好,6.2,4.0,
甘願,5.9,4.4,
雄偉,6.2,5.9,
